Any,Mes,Desc_Mes,Precipitacions,Temperatura mediana
1919,7,Juliol,1.5,20.1
1919,8,Agost,21.4,24.3
1919,9,Setembre,61.9,19.8
1919,10,Octubre,96.0,12.5
1919,11,Novembre,58.6,9.0
1919,12,Desembre,3.2,8.5
1920,1,Gener,32.6,9.0
1920,2,Febrer,25.5,9.9
1920,3,Març,44.5,11.0
1920,4,Abril,10.9,13.3
1920,5,Maig,9.7,18.9
1920,6,Juny,61.8,20.6
1920,7,Juliol,67.1,21.0
1920,8,Agost,44.0,21.3
1920,9,Setembre,99.5,19.4
1920,10,Octubre,178.6,15.6
1920,11,Novembre,60.0,11.0
1920,12,Desembre,46.0,7.6
1921,1,Gener,0.7,9.1
1921,2,Febrer,124.8,8.1
1921,3,Març,102.1,10.3
1921,4,Abril,40.4,11.5
1921,5,Maig,159.0,15.1
1921,6,Juny,9.6,20.4
1921,7,Juliol,9.7,24.4
1921,8,Agost,100.5,22.2
1921,9,Setembre,16.2,21.0
1921,10,Octubre,9.4,18.5
1921,11,Novembre,289.2,11.0
1921,12,Desembre,24.7,8.9
1922,1,Gener,35.1,7.7
1922,2,Febrer,20.9,9.8
1922,3,Març,79.6,10.4
1922,4,Abril,31.9,12.4
1922,5,Maig,27.6,19.1
1922,6,Juny,92.3,19.4
1922,7,Juliol,73.8,20.7
1922,8,Agost,5.4,22.8
1922,9,Setembre,77.8,17.7
1922,10,Octubre,81.5,15.0
1922,11,Novembre,7.3,9.8
1922,12,Desembre,17.5,7.5
1923,1,Gener,20.9,5.9
1923,2,Febrer,5.5,10.1
1923,3,Març,103.3,10.0
1923,4,Abril,101.1,11.3
1923,5,Maig,80.3,15.3
1923,6,Juny,20.8,17.6
1923,7,Juliol,1.5,23.6
1923,8,Agost,39.2,25.1
1923,9,Setembre,93.1,19.1
1923,10,Octubre,36.1,17.8
1923,11,Novembre,89.5,10.1
1923,12,Desembre,21.9,7.3
1924,1,Gener,20.6,8.1
1924,2,Febrer,72.3,5.6
1924,3,Març,24.0,10.9
1924,4,Abril,13.5,13.5
1924,5,Maig,15.2,18.0
1924,6,Juny,25.5,20.5
1924,7,Juliol,15.9,23.1
1924,8,Agost,48.7,20.5
1924,9,Setembre,46.0,19.8
1924,10,Octubre,57.0,15.7
1924,11,Novembre,75.7,12.2
1924,12,Desembre,29.4,8.9
1925,1,Gener,9.7,9.0
1925,2,Febrer,29.8,8.2
1925,3,Març,122.7,7.5
1925,4,Abril,23.4,12.0
1925,5,Maig,72.8,15.5
1925,6,Juny,5.4,21.1
1925,7,Juliol,25.1,21.3
1925,8,Agost,32.5,22.6
1925,9,Setembre,28.4,18.4
1925,10,Octubre,177.0,16.2
1925,11,Novembre,87.8,9.9
1925,12,Desembre,22.7,8.0
1926,1,Gener,31.9,8.5
1926,2,Febrer,16.4,11.6
1926,3,Març,8.1,12.0
1926,4,Abril,36.2,13.4
1926,5,Maig,101.1,14.2
1926,6,Juny,7.6,18.7
1926,7,Juliol,57.0,21.6
1926,8,Agost,164.1,22.8
1926,9,Setembre,8.5,22.1
1926,10,Octubre,97.9,17.1
1926,11,Novembre,121.0,11.5
1926,12,Desembre,13.1,7.0
1927,1,Gener,2.3,8.3
1927,2,Febrer,38.1,8.9
1927,3,Març,39.8,10.7
1927,4,Abril,9.9,14.4
1927,5,Maig,44.6,16.8
1927,6,Juny,24.7,19.9
1927,7,Juliol,10.5,22.6
1927,8,Agost,5.7,23.2
1927,9,Setembre,92.7,20.1
1927,10,Octubre,108.2,16.3
1927,11,Novembre,50.8,11.4
1927,12,Desembre,128.4,8.6
1928,1,Gener,23.2,7.8
1928,2,Febrer,95.1,10.2
1928,3,Març,112.9,10.3
1928,4,Abril,45.8,12.0
1928,5,Maig,49.7,14.7
1928,6,Juny,0.7,20.4
1928,7,Juliol,3.0,25.7
1928,8,Agost,1.0,25.4
1928,9,Setembre,27.2,21.7
1928,10,Octubre,258.5,16.5
1928,11,Novembre,69.4,11.5
1928,12,Desembre,62.2,7.7
1929,1,Gener,24.7,5.3
1929,2,Febrer,17.6,7.3
1929,3,Març,32.2,10.4
1929,4,Abril,35.6,11.9
1929,5,Maig,26.2,15.9
1929,6,Juny,51.8,21.4
1929,7,Juliol,0.0,24.3
1929,8,Agost,86.3,21.9
1929,9,Setembre,34.8,21.2
1929,10,Octubre,69.5,16.0
1929,11,Novembre,43.7,11.4
1929,12,Desembre,23.7,10.3
1930,1,Gener,123.0,9.0
1930,2,Febrer,49.8,6.3
1930,3,Març,78.0,11.0
1930,4,Abril,38.5,12.3
1930,5,Maig,46.1,15.7
1930,6,Juny,24.9,20.7
1930,7,Juliol,13.6,22.0
1930,8,Agost,46.5,22.5
1930,9,Setembre,46.0,21.1
1930,10,Octubre,33.9,17.1
1930,11,Novembre,15.1,13.9
1930,12,Desembre,26.0,9.1
1931,1,Gener,1.4,8.0
1931,2,Febrer,32.1,7.3
1931,3,Març,151.8,11.8
1931,4,Abril,25.4,12.7
1931,5,Maig,66.8,16.1
1931,6,Juny,6.9,22.7
1931,7,Juliol,2.8,22.7
1931,8,Agost,60.9,22.2
1931,9,Setembre,102.7,17.6
1931,10,Octubre,99.4,15.6
1931,11,Novembre,64.1,11.9
1931,12,Desembre,22.6,7.0
1932,1,Gener,25.0,8.8
1932,2,Febrer,42.7,5.0
1932,3,Març,63.3,10.1
1932,4,Abril,46.6,11.0
1932,5,Maig,48.9,15.2
1932,6,Juny,57.2,18.0
1932,7,Juliol,163.2,19.7
1932,8,Agost,50.2,23.6
1932,9,Setembre,66.6,20.8
1932,10,Octubre,20.2,15.5
1932,11,Novembre,72.0,12.2
1932,12,Desembre,146.0,10.0
1933,1,Gener,27.3,6.5
1933,2,Febrer,26.6,8.8
1933,3,Març,53.8,11.0
1933,4,Abril,56.1,14.3
1933,5,Maig,39.5,16.7
1933,6,Juny,100.8,16.7
1933,7,Juliol,3.6,23.6
1933,8,Agost,8.6,25.3
1933,9,Setembre,140.1,20.7
1933,10,Octubre,15.1,16.6
1933,11,Novembre,132.8,9.0
1933,12,Desembre,107.2,5.6
1934,1,Gener,3.3,6.9
1934,2,Febrer,24.0,8.2
1934,3,Març,15.9,9.9
1934,4,Abril,68.4,12.1
1934,5,Maig,6.0,18.7
1934,6,Juny,20.6,21.5
1934,7,Juliol,0.2,24.4
1934,8,Agost,62.7,21.4
1934,9,Setembre,97.2,21.1
1934,10,Octubre,29.7,16.9
1934,11,Novembre,172.3,8.9
1934,12,Desembre,16.7,10.9
1935,1,Gener,16.5,5.9
1935,2,Febrer,19.7,8.5
1935,3,Març,122.4,10.2
1935,4,Abril,18.7,13.0
1935,5,Maig,100.9,13.8
1935,6,Juny,0.2,21.1
1935,7,Juliol,22.3,24.2
1935,8,Agost,34.8,22.4
1935,9,Setembre,37.3,21.2
1935,10,Octubre,85.8,14.6
1935,11,Novembre,33.2,11.2
1935,12,Desembre,26.4,8.8
1936,1,Gener,4.9,10.5
1936,2,Febrer,14.5,9.6
1936,3,Març,98.8,10.7
1936,4,Abril,40.9,12.4
1936,5,Maig,165.5,14.9
1936,6,Juny,46.5,18.4
1936,7,Juliol,24.0,21.3
1936,8,Agost,5.3,22.7
1936,9,Setembre,32.6,20.8
1936,10,Octubre,38.8,13.7
1936,11,Novembre,183.1,11.1
1936,12,Desembre,35.2,7.5
1937,1,Gener,13.4,9.3
1937,2,Febrer,12.6,11.4
1937,3,Març,57.0,10.0
1937,4,Abril,21.8,13.2
1937,5,Maig,26.9,17.4
1937,6,Juny,83.2,20.9
1937,7,Juliol,12.8,23.4
1937,8,Agost,7.8,24.4
1937,9,Setembre,18.8,20.6
1937,10,Octubre,141.3,15.3
1937,11,Novembre,6.6,12.4
1937,12,Desembre,1.0,7.1
1938,1,Gener,0.0,8.1
1938,2,Febrer,15.5,7.8
1938,3,Març,24.5,12.4
1938,4,Abril,54.2,12.4
1938,5,Maig,61.3,14.3
1938,6,Juny,23.1,21.1
1938,7,Juliol,6.9,22.8
1938,8,Agost,111.1,22.3
1938,9,Setembre,170.9,19.3
1938,10,Octubre,12.4,16.5
1938,11,Novembre,5.9,13.5
1938,12,Desembre,44.0,8.1
1939,1,Gener,48.9,9.4
1939,2,Febrer,18.5,9.5
1939,3,Març,47.1,9.0
1939,4,Abril,44.4,12.7
1939,5,Maig,65.2,14.2
1939,6,Juny,69.2,18.4
1939,7,Juliol,7.7,21.6
1939,8,Agost,85.5,22.0
1939,9,Setembre,128.4,19.4
1939,10,Octubre,47.4,15.4
1939,11,Novembre,32.0,12.1
1939,12,Desembre,80.1,8.0
1940,1,Gener,23.6,6.8
1940,2,Febrer,27.3,10.2
1940,3,Març,33.7,12.1
1940,4,Abril,11.8,13.1
1940,5,Maig,48.4,16.3
1940,6,Juny,35.6,19.1
1940,7,Juliol,72.4,21.2
1940,8,Agost,27.5,22.1
1940,9,Setembre,113.0,20.1
1940,10,Octubre,53.9,14.5
1940,11,Novembre,1.6,11.4
1940,12,Desembre,35.0,5.9
1941,1,Gener,140.6,6.2
1941,2,Febrer,9.7,8.6
1941,3,Març,4.1,11.3
1941,4,Abril,49.1,11.9
1941,5,Maig,38.1,13.8
1941,6,Juny,35.2,19.8
1941,7,Juliol,70.7,23.1
1941,8,Agost,50.8,21.1
1941,9,Setembre,52.2,19.1
1941,10,Octubre,41.0,15.0
1941,11,Novembre,91.2,10.3
1941,12,Desembre,2.4,7.1
1942,1,Gener,24.4,6.1
1942,2,Febrer,68.3,5.7
1942,3,Març,15.9,11.7
1942,4,Abril,185.7,12.8
1942,5,Maig,7.1,16.5
1942,6,Juny,45.5,21.1
1942,7,Juliol,22.7,22.4
1942,8,Agost,93.7,21.9
1942,9,Setembre,52.0,20.4
1942,10,Octubre,35.4,18.2
1942,11,Novembre,27.6,10.8
1942,12,Desembre,43.2,8.7
1943,1,Gener,3.6,9.5
1943,2,Febrer,24.3,9.2
1943,3,Març,83.9,11.3
1943,4,Abril,17.6,14.3
1943,5,Maig,53.0,18.1
1943,6,Juny,9.3,21.7
1943,7,Juliol,83.7,23.2
1943,8,Agost,21.1,23.6
1943,9,Setembre,112.9,20.8
1943,10,Octubre,104.1,16.5
1943,11,Novembre,131.8,9.4
1943,12,Desembre,222.5,7.9
1944,1,Gener,0.0,9.5
1944,2,Febrer,275.1,5.8
1944,3,Març,26.2,9.4
1944,4,Abril,75.4,14.3
1944,5,Maig,29.5,17.0
1944,6,Juny,44.1,20.0
1944,7,Juliol,2.3,22.5
1944,8,Agost,78.9,24.3
1944,9,Setembre,87.0,20.0
1944,10,Octubre,55.1,13.6
1944,11,Novembre,24.0,11.5
1944,12,Desembre,48.3,7.3
1945,1,Gener,124.6,4.3
1945,2,Febrer,11.7,10.6
1945,3,Març,13.8,10.9
1945,4,Abril,32.8,15.3
1945,5,Maig,32.9,17.5
1945,6,Juny,13.9,22.3
1945,7,Juliol,10.2,24.1
1945,8,Agost,95.9,21.9
1945,9,Setembre,1.4,21.0
1945,10,Octubre,34.6,17.2
1945,11,Novembre,37.8,11.4
1945,12,Desembre,36.3,8.9
1946,1,Gener,83.2,6.6
1946,2,Febrer,3.8,9.6
1946,3,Març,51.4,9.4
1946,4,Abril,106.9,12.8
1946,5,Maig,91.7,15.0
1946,6,Juny,43.5,18.8
1946,7,Juliol,0.0,23.5
1946,8,Agost,55.7,22.4
1946,9,Setembre,38.4,21.4
1946,10,Octubre,101.6,16.7
1946,11,Novembre,14.1,10.9
1946,12,Desembre,28.4,6.5
1947,1,Gener,14.5,6.5
1947,2,Febrer,79.3,8.1
1947,3,Març,19.4,12.2
1947,4,Abril,6.1,14.5
1947,5,Maig,30.9,16.9
1947,6,Juny,2.9,22.3
1947,7,Juliol,41.5,25.1
1947,8,Agost,28.0,24.9
1947,9,Setembre,60.1,20.8
1947,10,Octubre,57.3,16.8
1947,11,Novembre,59.4,14.4
1947,12,Desembre,44.2,7.5
1948,1,Gener,32.8,9.4
1948,2,Febrer,88.2,9.1
1948,3,Març,78.4,13.1
1948,4,Abril,42.6,13.4
1948,5,Maig,62.6,16.3
1948,6,Juny,71.0,20.3
1948,7,Juliol,5.3,21.0
1948,8,Agost,11.5,23.4
1948,9,Setembre,78.5,20.3
1948,10,Octubre,74.0,16.6
1948,11,Novembre,0.0,14.0
1948,12,Desembre,84.3,10.3
1949,1,Gener,3.5,8.6
1949,2,Febrer,32.3,10.4
1949,3,Març,41.7,9.7
1949,4,Abril,53.8,15.1
1949,5,Maig,122.6,14.8
1949,6,Juny,15.7,20.9
1949,7,Juliol,4.4,25.6
1949,8,Agost,24.8,24.0
1949,9,Setembre,26.1,22.6
1949,10,Octubre,51.1,17.7
1949,11,Novembre,34.1,11.7
1949,12,Desembre,39.2,9.1
1950,1,Gener,7.3,8.4
1950,2,Febrer,4.8,10.1
1950,3,Març,91.5,11.4
1950,4,Abril,66.8,11.5
1950,5,Maig,47.1,16.6
1950,6,Juny,31.8,22.2
1950,7,Juliol,0.0,25.6
1950,8,Agost,110.8,22.9
1950,9,Setembre,28.5,20.6
1950,10,Octubre,20.1,17.1
1950,11,Novembre,6.4,13.1
1950,12,Desembre,64.6,5.9
1951,1,Gener,56.8,8.1
1951,2,Febrer,30.4,8.2
1951,3,Març,74.2,9.9
1951,4,Abril,66.3,11.5
1951,5,Maig,87.8,14.2
1951,6,Juny,41.3,20.1
1951,7,Juliol,36.7,22.6
1951,8,Agost,124.3,21.6
1951,9,Setembre,56.0,20.1
1951,10,Octubre,281.1,14.4
1951,11,Novembre,88.5,11.6
1951,12,Desembre,21.3,9.5
1952,1,Gener,25.8,5.7
1952,2,Febrer,26.3,7.6
1952,3,Març,36.5,12.3
1952,4,Abril,31.9,13.5
1952,5,Maig,21.4,17.8
1952,6,Juny,37.6,22.5
1952,7,Juliol,50.7,24.3
1952,8,Agost,2.4,23.6
1952,9,Setembre,77.1,18.7
1952,10,Octubre,48.8,16.6
1952,11,Novembre,49.0,10.9
1952,12,Desembre,14.3,8.3
1953,1,Gener,0.2,6.7
1953,2,Febrer,14.3,7.1
1953,3,Març,30.7,10.0
1953,4,Abril,24.5,13.3
1953,5,Maig,34.4,18.7
1953,6,Juny,123.6,18.5
1953,7,Juliol,52.6,21.9
1953,8,Agost,13.3,23.0
1953,9,Setembre,135.3,20.7
1953,10,Octubre,151.2,16.1
1953,11,Novembre,0.7,12.8
1953,12,Desembre,12.3,11.2
1954,1,Gener,37.6,6.1
1954,2,Febrer,46.7,6.8
1954,3,Març,80.2,10.7
1954,4,Abril,82.9,11.4
1954,5,Maig,122.0,15.0
1954,6,Juny,55.4,19.6
1954,7,Juliol,48.3,20.6
1954,8,Agost,7.6,21.5
1954,9,Setembre,57.0,20.2
1954,10,Octubre,4.1,17.4
1954,11,Novembre,8.4,13.3
1954,12,Desembre,29.7,10.0
1955,1,Gener,94.9,10.6
1955,2,Febrer,47.0,8.6
1955,3,Març,45.0,9.7
1955,4,Abril,9.0,13.8
1955,5,Maig,3.3,16.8
1955,6,Juny,72.2,19.6
1955,7,Juliol,32.4,23.4
1955,8,Agost,54.2,22.8
1955,9,Setembre,60.2,19.8
1955,10,Octubre,87.4,15.3
1955,11,Novembre,10.1,11.3
1955,12,Desembre,31.2,10.6
1956,1,Gener,14.5,8.9
1956,2,Febrer,17.4,2.5
1956,3,Març,83.9,10.4
1956,4,Abril,57.1,11.2
1956,5,Maig,68.4,17.0
1956,6,Juny,24.7,17.7
1956,7,Juliol,7.4,22.4
1956,8,Agost,60.8,22.0
1956,9,Setembre,10.2,21.0
1956,10,Octubre,65.2,15.0
1956,11,Novembre,89.2,9.1
1956,12,Desembre,15.1,8.1
1957,1,Gener,2.2,7.3
1957,2,Febrer,16.7,11.0
1957,3,Març,1.6,12.2
1957,4,Abril,94.4,12.4
1957,5,Maig,56.0,14.1
1957,6,Juny,46.8,18.5
1957,7,Juliol,37.8,22.0
1957,8,Agost,46.1,21.9
1957,9,Setembre,24.8,20.2
1957,10,Octubre,79.9,15.1
1957,11,Novembre,72.3,10.8
1957,12,Desembre,35.3,7.8
1958,1,Gener,50.4,7.3
1958,2,Febrer,0.0,10.5
1958,3,Març,26.6,10.3
1958,4,Abril,47.4,11.1
1958,5,Maig,16.5,17.3
1958,6,Juny,31.1,19.4
1958,7,Juliol,61.5,22.0
1958,8,Agost,20.7,22.8
1958,9,Setembre,16.8,21.7
1958,10,Octubre,33.0,15.9
1958,11,Novembre,63.8,11.6
1958,12,Desembre,98.1,9.6
1959,1,Gener,1.8,8.2
1959,2,Febrer,71.8,9.5
1959,3,Març,135.1,11.4
1959,4,Abril,8.9,13.4
1959,5,Maig,143.2,15.9
1959,6,Juny,45.0,19.8
1959,7,Juliol,38.0,24.0
1959,8,Agost,10.2,22.5
1959,9,Setembre,284.5,19.3
1959,10,Octubre,140.4,14.9
1959,11,Novembre,52.0,10.5
1959,12,Desembre,32.9,8.9
1960,1,Gener,21.6,8.1
1960,2,Febrer,34.8,9.6
1960,3,Març,89.6,11.2
1960,4,Abril,15.6,12.9
1960,5,Maig,3.6,18.1
1960,6,Juny,50.9,20.8
1960,7,Juliol,45.4,21.2
1960,8,Agost,56.1,22.0
1960,9,Setembre,62.3,18.4
1960,10,Octubre,103.4,14.1
1960,11,Novembre,16.1,11.6
1960,12,Desembre,83.3,6.6
1961,1,Gener,51.9,7.2
1961,2,Febrer,0.4,11.0
1961,3,Març,8.0,12.1
1961,4,Abril,30.8,14.8
1961,5,Maig,39.6,16.8
1961,6,Juny,24.2,20.8
1961,7,Juliol,24.4,22.8
1961,8,Agost,34.5,22.3
1961,9,Setembre,108.3,21.3
1961,10,Octubre,13.4,15.9
1961,11,Novembre,78.2,11.3
1961,12,Desembre,3.4,10.4
1962,1,Gener,57.3,9.5
1962,2,Febrer,77.2,8.0
1962,3,Març,52.0,9.2
1962,4,Abril,60.5,12.2
1962,5,Maig,77.4,15.0
1962,6,Juny,10.5,19.6
1962,7,Juliol,7.3,22.4
1962,8,Agost,3.4,23.8
1962,9,Setembre,149.9,21.0
1962,10,Octubre,93.9,16.7
1962,11,Novembre,170.7,9.1
1962,12,Desembre,78.9,6.8
1963,1,Gener,127.9,6.1
1963,2,Febrer,43.6,5.4
1963,3,Març,11.6,10.8
1963,4,Abril,56.7,12.7
1963,5,Maig,16.1,16.1
1963,6,Juny,72.5,19.5
1963,7,Juliol,17.7,23.7
1963,8,Agost,88.4,21.1
1963,9,Setembre,173.3,18.5
1963,10,Octubre,55.3,16.3
1963,11,Novembre,78.1,13.0
1963,12,Desembre,49.6,7.2
1964,1,Gener,9.0,7.4
1964,2,Febrer,75.9,9.2
1964,3,Març,57.1,10.4
1964,4,Abril,39.0,12.6
1964,5,Maig,26.4,18.4
1964,6,Juny,30.2,21.1
1964,7,Juliol,1.9,24.5
1964,8,Agost,58.9,22.7
1964,9,Setembre,59.6,21.2
1964,10,Octubre,17.6,14.5
1964,11,Novembre,39.1,12.3
1964,12,Desembre,67.2,8.0
1965,1,Gener,15.9,7.6
1965,2,Febrer,32.6,5.8
1965,3,Març,30.1,10.7
1965,4,Abril,40.2,12.4
1965,5,Maig,14.1,17.2
1965,6,Juny,7.4,21.2
1965,7,Juliol,28.7,22.5
1965,8,Agost,16.2,22.2
1965,9,Setembre,55.3,17.9
1965,10,Octubre,285.1,16.4
1965,11,Novembre,41.8,11.1
1965,12,Desembre,18.6,9.3
1966,1,Gener,29.9,8.8
1966,2,Febrer,44.2,11.3
1966,3,Març,13.7,10.7
1966,4,Abril,76.7,13.9
1966,5,Maig,57.1,16.2
1966,6,Juny,21.7,20.5
1966,7,Juliol,51.4,20.9
1966,8,Agost,62.6,21.7
1966,9,Setembre,43.5,21.3
1966,10,Octubre,134.1,15.9
1966,11,Novembre,28.2,9.1
1966,12,Desembre,0.0,8.9
1967,1,Gener,21.0,8.0
1967,2,Febrer,26.0,9.3
1967,3,Març,42.6,11.9
1967,4,Abril,71.0,12.5
1967,5,Maig,37.6,15.8
1967,6,Juny,42.9,18.8
1967,7,Juliol,1.2,24.7
1967,8,Agost,58.4,23.1
1967,9,Setembre,25.0,20.0
1967,10,Octubre,113.8,17.7
1967,11,Novembre,110.4,12.5
1967,12,Desembre,20.4,7.4
1968,1,Gener,1.9,8.7
1968,2,Febrer,35.9,9.0
1968,3,Març,33.7,9.9
1968,4,Abril,45.7,12.9
1968,5,Maig,45.0,15.8
1968,6,Juny,95.5,19.1
1968,7,Juliol,5.5,22.1
1968,8,Agost,85.4,21.2
1968,9,Setembre,17.6,19.9
1968,10,Octubre,0.8,18.7
1968,11,Novembre,159.6,12.1
1968,12,Desembre,51.5,9.0
1969,1,Gener,27.4,8.5
1969,2,Febrer,31.6,6.9
1969,3,Març,92.7,10.2
1969,4,Abril,153.7,12.0
1969,5,Maig,21.5,16.4
1969,6,Juny,26.6,17.7
1969,7,Juliol,17.0,23.2
1969,8,Agost,51.4,22.4
1969,9,Setembre,122.9,18.6
1969,10,Octubre,138.5,16.3
1969,11,Novembre,44.4,10.8
1969,12,Desembre,35.8,6.9
1970,1,Gener,29.2,9.5
1970,2,Febrer,0.0,8.5
1970,3,Març,38.4,8.5
1970,4,Abril,19.7,12.0
1970,5,Maig,79.6,15.8
1970,6,Juny,6.1,21.1
1970,7,Juliol,13.9,22.7
1970,8,Agost,25.8,22.5
1970,9,Setembre,2.0,22.0
1970,10,Octubre,132.0,15.9
1970,11,Novembre,32.4,13.4
1970,12,Desembre,109.0,6.5
1971,1,Gener,19.4,7.8
1971,2,Febrer,5.6,9.2
1971,3,Març,69.1,7.5
1971,4,Abril,97.5,13.2
1971,5,Maig,75.5,15.0
1971,6,Juny,41.7,18.5
1971,7,Juliol,41.6,23.4
1971,8,Agost,25.0,23.9
1971,9,Setembre,121.3,20.0
1971,10,Octubre,141.1,16.8
1971,11,Novembre,119.1,8.7
1971,12,Desembre,365.8,9.1
1972,1,Gener,87.4,7.2
1972,2,Febrer,36.8,9.0
1972,3,Març,49.1,10.9
1972,4,Abril,76.5,11.7
1972,5,Maig,138.9,14.4
1972,6,Juny,71.1,17.6
1972,7,Juliol,6.2,21.9
1972,8,Agost,75.9,20.2
1972,9,Setembre,121.2,16.5
1972,10,Octubre,65.8,14.7
1972,11,Novembre,29.5,12.3
1972,12,Desembre,37.1,8.9
1973,1,Gener,15.2,8.2
1973,2,Febrer,3.7,7.9
1973,3,Març,24.4,9.3
1973,4,Abril,54.3,11.3
1973,5,Maig,43.9,16.9
1973,6,Juny,56.3,20.3
1973,7,Juliol,5.7,23.4
1973,8,Agost,49.6,23.9
1973,9,Setembre,77.4,20.3
1973,10,Octubre,4.9,15.3
1973,11,Novembre,16.0,11.6
1973,12,Desembre,105.2,7.7
1974,1,Gener,6.4,9.9
1974,2,Febrer,33.6,8.5
1974,3,Març,110.0,10.1
1974,4,Abril,81.8,11.1
1974,5,Maig,71.9,15.9
1974,6,Juny,39.3,19.4
1974,7,Juliol,8.5,22.9
1974,8,Agost,93.7,22.8
1974,9,Setembre,61.0,18.8
1974,10,Octubre,48.7,11.7
1974,11,Novembre,4.3,11.2
1974,12,Desembre,0.0,9.6
1975,1,Gener,32.1,9.9
1975,2,Febrer,42.4,9.4
1975,3,Març,52.7,8.6
1975,4,Abril,43.1,12.3
1975,5,Maig,67.7,14.8
1975,6,Juny,48.9,18.8
1975,7,Juliol,7.2,23.3
1975,8,Agost,115.7,23.7
1975,9,Setembre,70.0,19.3
1975,10,Octubre,14.5,15.4
1975,11,Novembre,4.7,11.0
1975,12,Desembre,50.4,7.8
1976,1,Gener,6.7,8.2
1976,2,Febrer,81.9,8.8
1976,3,Març,10.2,10.9
1976,4,Abril,26.3,11.7
1976,5,Maig,33.6,16.5
1976,6,Juny,40.9,22.9
1976,7,Juliol,121.2,22.9
1976,8,Agost,196.2,21.5
1976,9,Setembre,36.6,18.4
1976,10,Octubre,41.0,14.4
1976,11,Novembre,23.4,9.6
1976,12,Desembre,90.8,9.3
1977,1,Gener,81.0,8.1
1977,2,Febrer,7.0,11.1
1977,3,Març,49.2,11.8
1977,4,Abril,56.7,12.5
1977,5,Maig,235.1,13.9
1977,6,Juny,95.9,18.0
1977,7,Juliol,77.4,20.4
1977,8,Agost,13.5,20.7
1977,9,Setembre,16.1,19.8
1977,10,Octubre,46.9,17.1
1977,11,Novembre,71.3,11.7
1977,12,Desembre,65.8,9.6
1978,1,Gener,31.7,6.6
1978,2,Febrer,24.4,9.7
1978,3,Març,64.7,11.3
1978,4,Abril,118.5,10.8
1978,5,Maig,23.8,15.2
1978,6,Juny,45.5,18.5
1978,7,Juliol,19.9,21.5
1978,8,Agost,6.3,22.7
1978,9,Setembre,67.0,21.4
1978,10,Octubre,64.5,15.3
1978,11,Novembre,0.4,11.4
1978,12,Desembre,38.2,10.1
1979,1,Gener,262.4,8.0
1979,2,Febrer,12.4,9.5
1979,3,Març,23.7,10.8
1979,4,Abril,17.9,11.7
1979,5,Maig,35.2,16.0
1979,6,Juny,12.7,20.8
1979,7,Juliol,7.5,24.0
1979,8,Agost,20.3,22.4
1979,9,Setembre,92.8,19.7
1979,10,Octubre,210.5,16.0
1979,11,Novembre,31.5,10.8
1979,12,Desembre,37.0,9.1
1980,1,Gener,18.4,7.3
1980,2,Febrer,48.9,10.1
1980,3,Març,20.9,10.7
1980,4,Abril,44.1,11.3
1980,5,Maig,112.2,14.5
1980,6,Juny,76.3,17.7
1980,7,Juliol,16.9,20.5
1980,8,Agost,72.0,23.2
1980,9,Setembre,21.1,21.1
1980,10,Octubre,25.4,15.9
1980,11,Novembre,71.2,10.4
1980,12,Desembre,11.5,6.9
1981,1,Gener,55.9,7.2
1981,2,Febrer,49.9,7.2
1981,3,Març,51.1,13.0
1981,4,Abril,58.2,12.7
1981,5,Maig,43.9,15.2
1981,6,Juny,60.9,20.9
1981,7,Juliol,45.5,21.2
1981,8,Agost,72.7,23.1
1981,9,Setembre,35.6,20.6
1981,10,Octubre,15.8,16.8
1981,11,Novembre,0.0,12.8
1981,12,Desembre,18.8,9.8
1982,1,Gener,57.0,10.4
1982,2,Febrer,163.8,9.2
1982,3,Març,125.1,9.7
1982,4,Abril,9.3,12.8
1982,5,Maig,12.0,15.6
1982,6,Juny,17.7,20.6
1982,7,Juliol,30.5,24.5
1982,8,Agost,95.8,20.9
1982,9,Setembre,10.9,20.3
1982,10,Octubre,64.0,16.0
1982,11,Novembre,122.4,12.0
1982,12,Desembre,5.4,9.1
1983,1,Gener,0.0,9.1
1983,2,Febrer,72.7,6.4
1983,3,Març,22.6,10.8
1983,4,Abril,3.4,13.4
1983,5,Maig,27.7,16.1
1983,6,Juny,37.5,20.8
1983,7,Juliol,0.6,25.8
1983,8,Agost,63.4,22.2
1983,9,Setembre,17.5,21.5
1983,10,Octubre,86.7,17.4
1983,11,Novembre,330.4,12.8
1983,12,Desembre,16.2,9.8
1984,1,Gener,15.5,8.3
1984,2,Febrer,40.9,7.6
1984,3,Març,161.0,9.0
1984,4,Abril,19.5,12.7
1984,5,Maig,146.9,13.5
1984,6,Juny,35.3,19.4
1984,7,Juliol,1.7,23.9
1984,8,Agost,83.1,22.3
1984,9,Setembre,46.3,19.2
1984,10,Octubre,10.6,15.8
1984,11,Novembre,95.5,13.0
1984,12,Desembre,13.4,8.7
1985,1,Gener,17.7,4.3
1985,2,Febrer,15.9,10.7
1985,3,Març,17.5,9.5
1985,4,Abril,55.0,14.0
1985,5,Maig,85.4,14.7
1985,6,Juny,21.2,19.3
1985,7,Juliol,16.4,24.8
1985,8,Agost,2.0,22.6
1985,9,Setembre,2.9,22.8
1985,10,Octubre,145.2,17.6
1985,11,Novembre,67.5,9.7
1985,12,Desembre,17.2,9.6
1986,1,Gener,92.5,7.4
1986,2,Febrer,25.0,7.3
1986,3,Març,28.2,10.8
1986,4,Abril,93.0,10.8
